player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Trenton Simpson,122157,LB,BLT,16,16,0,80.0,1,0,3,0,0,57.9,70.7,84.1,67.0,79.6,66.7,4,6,0,0,30,11.3,7,1,1,86.7,24,2,0,293,1,200,406,95,0,0,95,0,0,311,48,158,17,24,39,2,30,12,0,144,88,6.0
Elijah Roberts,122222,DI,TB,17,3,3,,1,0,30,1,0,57.9,50.5,58.6,63.0,41.4,75.3,2,22,0,0,,7.7,1,0,2,0.0,0,3,0,0,0,8,506,506,6,346,20,134,0,0,326,172,0,8,9,1,0,27,0,0,0,
Aeneas Peebles,122379,DI,BLT,6,0,1,,0,0,3,0,0,61.3,59.6,78.9,62.3,52.3,70.2,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,71,71,12,39,3,17,0,0,53,16,0,1,3,0,0,3,0,0,0,
Jared Ivey,122480,ED,SEA,2,0,0,,0,0,29,0,0,,52.8,75.9,60.7,51.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,15,14,0,0,12,2,0,1,9,6,0,0,0,0,0,0,0,0,0,
Kyle Kennard,122483,ED,LAC,5,0,0,100.0,0,0,27,0,0,29.9,47.3,80.2,53.2,60.1,25.9,0,0,0,0,11,50.0,2,0,0,101.4,3,0,0,0,0,6,80,79,0,0,78,1,0,1,44,30,1,1,2,0,3,0,0,25,19,8.3
Xavier Hutchinson,122518,WR,HST,1,0,0,,1,0,13,0,0,60.7,70.6,89.4,,,,0,0,0,0,,,0,0,3,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
T.J. Tampa,122537,CB,BLT,13,2,0,61.5,0,0,3,0,0,72.8,65.1,82.0,,29.6,65.8,0,0,0,1,24,8.3,1,1,1,83.3,8,0,0,13,128,90,148,0,0,0,0,0,0,148,0,58,6,2,9,0,13,0,2,70,17,8.8
Trey Amos,122628,CB,WAS,10,8,0,67.6,1,0,32,0,0,58.8,55.8,84.7,,39.7,44.4,0,0,0,0,60,20.0,8,4,2,108.1,23,0,0,47,433,308,511,1,0,0,1,0,0,510,0,203,30,8,24,0,34,0,1,325,142,14.1
Yaya Diaby,122705,ED,TB,17,13,1,90.0,0,1,30,0,0,42.8,72.1,58.2,76.9,67.2,44.6,10,43,0,0,20,20.4,11,0,3,97.1,9,9,0,4,0,67,783,768,2,11,739,16,0,15,453,263,11,33,30,7,10,62,0,73,62,8.1
Greedy Vance Jr.,122729,CB,LV,6,0,0,77.8,1,0,23,0,0,55.6,55.8,0.0,63.0,72.8,57.8,1,0,0,0,17,12.5,1,0,1,98.6,7,0,0,4,3,69,92,5,0,0,5,0,3,87,4,19,77,1,7,0,9,1,0,69,26,9.9
Cedric Gray,122835,LB,TEN,16,40,0,89.4,1,0,31,1,0,59.0,78.9,6.0,55.4,92.7,75.2,2,7,0,0,31,7.6,13,2,5,111.2,59,1,0,824,2,472,921,53,0,0,53,0,0,868,60,389,42,65,117,6,66,10,2,546,354,9.3
Rylie Mills,122907,DI,SEA,4,2,0,,0,0,29,0,0,60.0,48.4,76.3,53.6,50.2,31.7,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,28,28,5,19,3,1,0,0,10,18,0,1,1,0,0,0,0,0,0,
Xavier Watts,122914,S,ATL,17,26,0,70.0,0,0,2,1,0,72.7,72.2,88.3,52.0,68.7,76.8,0,1,0,5,50,7.6,8,4,1,101.5,21,0,0,544,3,662,1093,7,0,0,7,0,406,1086,4,427,133,15,71,1,30,1,3,341,152,16.2
Marvin Mims Jr.,122937,WR,DEN,1,0,0,,0,0,10,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Perrion Winfrey,122952,DI,DAL,1,1,0,,0,0,9,0,0,,69.0,76.4,64.9,65.2,25.2,0,2,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,34,34,1,30,0,3,0,0,16,18,0,0,1,0,0,2,0,0,0,
Korie Black,122958,CB,NYG,6,5,0,83.3,0,0,21,0,0,46.4,51.0,79.8,,66.8,86.0,0,0,0,0,40,0.0,0,1,1,158.3,10,0,0,33,146,109,184,0,0,0,0,0,0,184,0,75,5,4,13,1,12,0,3,224,78,22.4
Sean Tucker,123056,HB,TB,1,0,0,,0,0,30,0,0,,59.9,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Marlowe Wax,123057,LB,LAC,1,3,0,,0,0,27,0,0,60.3,69.1,74.3,53.5,76.0,65.6,0,1,0,0,,12.5,1,0,0,0.0,0,0,0,35,0,18,39,1,0,0,1,0,0,38,4,17,3,3,4,1,0,1,0,0,0,
Jahdae Barron,123105,CB,DEN,17,4,0,66.7,1,0,10,1,0,47.8,51.5,82.5,47.6,73.3,52.9,0,0,0,1,41,16.7,6,3,3,93.6,26,0,0,94,89,239,335,1,0,0,1,0,4,334,9,87,146,9,26,0,39,0,2,277,152,10.7
Vernon Broughton,123107,DI,NO,1,3,0,,0,0,20,0,0,59.5,60.1,75.9,51.5,67.9,70.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,24,24,2,13,5,4,0,0,13,10,0,0,0,0,0,0,0,0,0,
Alfred Collins,123110,DI,SF,16,9,2,,0,2,28,2,0,56.3,42.2,86.6,60.6,30.6,36.5,4,9,0,0,,24.0,6,0,0,0.0,0,1,0,0,0,2,492,492,2,359,6,125,0,0,291,199,0,8,10,0,0,14,0,0,0,
Kitan Crawford,123111,S,ARZ,12,4,0,75.0,0,0,1,0,0,71.8,70.8,79.6,56.5,58.1,69.9,0,0,0,0,9,7.1,1,1,0,120.8,3,0,0,59,0,85,142,4,0,0,4,0,55,138,2,55,24,3,9,0,4,0,1,16,6,5.3
Jaylan Ford,123114,LB,NO,1,1,0,100.0,0,0,20,0,0,79.1,82.9,69.9,,,72.5,0,0,0,0,4,0.0,0,0,0,83.3,1,0,0,5,0,7,7,1,0,0,1,0,0,6,0,0,1,1,1,0,1,0,0,4,0,4.0
Kobee Minor,123148,CB,NE,2,0,0,,0,0,19,0,0,64.0,63.9,82.0,,60.3,31.2,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,8,31,24,41,0,0,0,0,0,0,41,0,17,0,0,1,0,0,0,0,0,0,
Keonta Jenkins,123352,LB,BUF,1,1,0,50.0,0,0,4,0,0,53.0,60.8,73.3,,66.4,80.1,0,0,0,0,10,0.0,0,0,0,64.6,1,0,0,21,0,9,23,1,0,0,1,0,0,22,0,14,1,0,3,0,2,0,0,10,6,10.0
Dorian Strong,123366,CB,BUF,3,0,0,80.0,0,0,4,0,0,57.2,62.9,79.1,72.0,69.4,80.4,0,1,0,0,36,0.0,0,0,1,111.7,4,0,0,4,82,48,87,1,0,0,1,0,0,86,1,38,0,3,7,0,5,1,0,54,47,13.5
Caelen Carson,123377,CB,DAL,6,2,0,64.7,0,0,9,0,0,54.2,56.1,11.3,,76.3,74.3,0,0,0,0,58,5.6,1,1,2,102.1,11,0,0,17,185,155,211,0,0,0,0,0,0,211,0,56,9,6,15,1,17,0,0,188,42,17.1
Ke'Shawn Williams,123406,WR,CIN,1,0,0,,0,0,7,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Daryl Porter Jr.,123429,CB,PIT,1,0,0,,0,0,25,0,0,60.0,60.5,64.5,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Cam Horsley,123541,DI,TEN,1,0,0,,0,0,31,0,0,,31.1,74.9,56.0,36.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,14,14,6,8,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,
LaJohntay Wester,123616,WR,BLT,1,0,0,,0,0,3,0,0,60.0,61.2,60.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Corey Thornton,123763,CB,CAR,8,4,0,50.0,1,1,5,0,0,67.6,68.5,79.2,72.8,60.3,70.8,0,1,0,0,22,7.7,1,2,1,64.3,7,0,0,19,27,78,127,2,0,0,2,0,14,125,3,46,65,3,8,0,14,1,0,69,40,9.9
Will Anderson Jr.,123903,ED,HST,17,14,1,100.0,0,3,13,2,1,76.3,92.6,31.8,92.0,79.8,51.8,10,70,0,0,-10,17.6,9,0,6,79.2,1,13,0,5,0,1,694,689,0,0,679,10,0,5,476,217,0,33,28,8,1,93,0,-10,-2,-10.0
Brian Branch,123907,S,DET,12,19,0,56.8,2,1,11,1,0,74.3,77.8,0.0,83.0,82.6,88.1,3,1,0,0,41,4.8,4,6,9,119.3,21,3,0,236,26,436,746,53,0,0,53,0,282,693,18,292,149,26,60,3,37,7,4,301,73,14.3
Chris Braswell,123908,ED,TB,17,4,0,71.4,1,0,30,0,0,50.4,57.6,5.8,69.0,59.5,72.2,3,11,0,0,18,5.0,1,0,4,93.2,5,1,0,3,0,35,283,278,0,1,274,3,0,5,137,111,2,11,15,2,7,15,0,53,46,10.6
Malachi Moore,123928,S,NYJ,17,22,0,64.5,1,1,22,1,0,54.0,58.9,83.9,40.2,70.1,65.9,0,1,0,0,40,10.7,11,2,2,116.1,20,0,0,326,17,514,949,32,0,0,32,0,374,917,15,420,200,17,70,3,31,1,2,288,179,14.4
Quandarrius Robinson,123932,ED,DEN,6,2,1,,0,0,10,0,0,58.5,64.3,85.2,60.4,63.8,54.1,2,6,0,0,,18.2,2,0,0,0.0,0,1,0,0,0,11,151,150,0,0,150,0,0,1,74,66,0,8,7,3,0,9,0,0,0,
JJ Pegues,123998,DI,LV,9,3,0,,0,0,23,1,0,60.0,40.4,81.7,57.0,37.7,36.8,0,2,0,0,,16.7,2,0,0,0.0,0,0,0,0,0,0,137,137,21,109,0,7,0,0,52,85,0,4,7,1,0,2,0,0,0,
Warren Brinson,124013,DI,GB,11,3,0,,0,0,12,0,0,53.1,42.8,37.0,66.5,36.5,36.9,1,9,0,0,,15.4,2,0,2,0.0,0,1,0,1,0,5,273,272,17,197,3,55,0,1,152,116,0,5,8,0,0,11,0,0,0,
Jalen Carter,124019,DI,PHI,11,10,6,,0,0,24,0,0,55.1,60.1,54.5,78.9,41.2,24.4,8,30,0,0,,31.7,13,0,3,0.0,0,3,0,4,0,0,640,635,29,402,59,145,0,5,403,237,0,17,18,1,0,41,0,0,0,
Kelee Ringo,124035,CB,PHI,11,1,0,54.5,0,1,24,1,0,49.2,55.3,83.7,,80.8,56.2,0,0,0,0,34,14.3,4,1,7,82.8,12,0,0,25,280,197,312,2,0,0,2,0,1,310,0,115,3,5,23,1,22,0,0,186,41,15.5
Nazir Stackhouse,124040,DI,GB,13,5,0,,0,0,12,0,0,60.0,43.5,82.9,49.3,44.5,44.4,0,4,0,0,,15.4,2,0,0,0.0,0,0,0,0,0,0,159,159,41,116,0,2,0,0,68,91,0,3,6,0,0,4,0,0,0,
Dru Phillips,124075,CB,NYG,17,5,0,73.7,1,0,21,1,0,65.4,63.0,31.6,57.3,58.0,56.6,0,4,0,2,33,13.5,10,8,10,95.4,56,0,0,87,26,495,729,7,0,0,7,0,4,722,17,217,605,32,59,8,76,4,3,543,278,9.7
Ali Gaye,124095,ED,TEN,3,0,0,,0,0,31,0,0,60.0,49.8,77.6,52.4,51.4,28.5,0,2,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,37,37,0,0,37,0,0,0,24,13,0,1,1,0,0,2,0,0,0,
Dwight McGlothern,124103,CB,MIN,4,0,0,0.0,0,0,18,0,0,44.9,50.4,75.4,,69.1,,0,0,0,0,,,0,0,1,39.6,0,0,0,2,25,17,31,0,0,0,0,0,0,31,0,14,4,0,0,0,1,0,0,0,0,
BJ Ojulari,124105,ED,ARZ,8,2,0,100.0,0,0,1,0,0,41.6,49.0,51.8,51.6,59.1,54.5,1,5,0,0,17,12.5,1,0,1,110.4,4,1,0,1,0,22,204,197,0,0,194,3,0,7,72,110,6,4,5,0,4,7,0,42,37,10.5
Cedric Johnson,124136,ED,CIN,9,4,0,100.0,0,0,7,2,0,49.6,46.1,55.0,47.7,59.8,29.2,4,12,0,0,30,33.3,5,0,1,158.3,2,2,0,1,0,5,207,205,0,13,183,9,0,2,142,60,1,3,6,0,2,18,1,40,35,20.0
Austin Keys,124137,LB,ARZ,1,0,0,,0,0,1,0,0,61.0,83.8,71.5,87.9,58.1,71.4,0,1,0,0,,,0,0,0,0.0,0,1,0,5,0,2,8,1,0,0,1,0,0,7,3,3,2,1,0,0,0,2,0,0,0,
Deane Leonard,124140,CB,LAC,5,0,0,,0,0,27,0,0,69.0,69.6,74.1,,64.1,72.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,9,20,19,36,1,0,0,1,0,0,35,0,17,6,0,1,0,0,0,0,0,0,
Tavius Robinson,124147,ED,BLT,10,4,1,100.0,0,1,3,0,0,71.4,50.4,73.3,54.4,42.4,73.6,4,9,0,0,8,8.3,2,0,1,100.0,1,5,0,6,0,17,451,445,0,46,325,74,0,6,261,173,0,13,18,0,1,18,0,8,15,8.0
Emmanuel Forbes,124166,CB,LA,17,4,0,56.6,1,1,26,0,0,56.1,53.8,37.7,53.0,49.6,26.8,0,0,0,3,75,27.1,16,13,5,99.5,43,0,0,91,715,520,814,6,0,0,6,0,0,808,3,291,2,9,39,0,76,0,7,657,202,15.3
Decamerion Richardson,124183,CB,LV,1,0,0,50.0,0,0,23,0,0,77.5,77.0,72.4,,61.0,72.8,0,0,0,0,6,0.0,0,0,0,56.3,1,0,0,1,10,6,13,1,0,0,1,0,0,12,0,7,1,1,1,0,2,0,0,6,5,6.0
Tyrus Wheat,124191,ED,DET,11,0,1,,0,1,11,0,0,60.0,82.3,81.5,80.5,62.4,73.1,1,0,0,0,,0.0,0,0,0,0.0,0,2,0,0,0,1,66,66,0,6,58,2,0,0,47,18,0,3,1,0,0,3,0,0,0,
Kris Abrams-Draine,124194,CB,DEN,10,0,0,75.0,0,0,10,0,0,55.2,57.2,83.0,,69.3,65.0,0,0,0,0,18,9.1,2,0,0,95.8,18,0,0,6,200,160,211,0,0,0,0,0,0,211,0,51,4,4,20,2,24,0,0,180,62,10.0
Jaylon Carlies,124196,LB,IND,1,0,0,,0,0,14,0,0,60.0,58.4,66.3,59.4,,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,
Jordan Burch,124227,ED,ARZ,17,9,2,100.0,0,0,1,0,0,52.7,49.0,72.4,51.0,51.4,71.9,0,15,0,0,33,5.3,1,0,1,118.8,2,1,0,0,0,27,504,504,0,7,466,31,0,0,236,241,0,7,9,0,2,16,0,40,18,20.0
Tonka Hemingway,124238,DI,LV,9,1,1,,0,0,23,1,0,58.5,37.6,82.7,57.5,29.7,29.5,2,3,0,0,,33.3,3,0,0,0.0,0,4,0,0,0,1,195,195,1,79,25,90,0,0,116,78,0,6,5,1,0,9,0,0,0,
Tyler Baron,124268,ED,NYJ,6,2,0,,0,0,22,0,0,53.7,53.7,83.5,56.7,55.6,34.1,0,4,0,0,,18.2,2,0,0,0.0,0,0,0,0,0,1,95,95,0,1,93,1,0,0,48,46,0,5,7,1,0,4,0,0,0,
Edgerrin Cooper,124311,LB,GB,16,35,0,82.7,0,2,12,1,0,76.5,75.8,85.3,66.7,69.1,55.8,2,9,0,0,44,13.6,19,5,0,94.1,62,1,0,808,5,553,1046,108,0,0,107,1,3,938,66,427,122,45,86,5,75,12,0,493,350,8.0
Fadil Diggs,124314,ED,NO,5,0,0,100.0,0,0,20,0,0,43.1,29.1,0.0,51.2,43.6,,0,0,0,0,9,,0,0,2,104.2,1,0,0,0,0,5,54,54,0,0,53,1,0,0,14,35,0,0,0,0,1,0,0,9,6,9.0
McKinnley Jackson,124324,DI,CIN,9,2,0,,0,0,7,0,0,60.0,62.1,81.6,55.4,63.8,72.5,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,129,129,42,80,0,7,0,0,68,60,0,1,4,0,0,2,0,0,0,
Antonio Johnson,124326,S,JAX,16,13,0,67.7,0,0,15,0,0,88.3,87.3,85.4,75.5,72.0,84.8,0,5,1,5,48,5.3,3,3,1,55.5,21,2,0,196,1,453,660,27,0,0,27,0,345,633,20,187,91,14,41,0,31,7,1,192,69,9.1
Jaylon Jones,124328,CB,IND,9,2,0,57.7,1,0,14,0,0,37.6,42.2,11.1,53.8,74.3,56.9,0,0,0,0,37,12.5,2,2,3,104.0,15,0,0,26,163,124,205,3,0,0,3,0,0,202,2,79,13,2,12,1,26,0,2,176,59,11.7
Gervon Dexter Sr.,124374,DI,CHI,17,11,0,,1,0,6,1,0,61.4,57.6,54.7,72.7,43.9,29.7,6,25,0,0,,15.2,7,0,3,0.0,0,7,0,0,0,3,664,664,42,524,6,92,0,0,395,266,0,20,28,3,0,38,0,0,0,
Princely Umanmielen,124398,ED,CAR,16,5,0,100.0,0,1,5,0,0,35.9,46.0,83.6,54.6,45.5,49.9,2,5,0,0,14,15.8,3,0,0,108.3,3,2,0,0,0,12,222,221,0,0,221,0,0,1,139,71,1,11,11,1,3,9,0,30,20,10.0
Jaylin Noel,125155,WR,HST,1,0,0,,0,0,13,0,0,60.7,70.2,60.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Marques Sigle,125305,S,SF,9,7,0,85.2,0,0,28,1,0,31.6,40.2,82.8,60.3,72.9,66.0,0,1,0,0,45,10.4,5,2,2,155.7,23,0,0,198,1,236,387,12,0,0,12,0,134,375,5,146,42,14,36,1,27,1,3,337,37,14.7
Mekhi Wingo,128050,DI,DET,2,0,0,,0,0,11,0,0,60.0,53.2,6.3,56.7,59.7,71.5,0,2,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,59,59,5,42,0,12,0,0,40,19,0,2,4,0,0,2,0,0,0,
Segun Olubi,128312,LB,IND,2,0,0,,0,0,14,0,0,61.0,64.4,64.8,,61.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,6,0,2,6,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,
Nohl Williams,128375,CB,KC,14,7,0,54.3,2,0,16,0,0,75.6,74.5,0.0,73.9,74.8,69.5,0,2,0,0,53,10.0,4,4,6,83.4,19,1,0,38,407,272,458,9,0,0,9,0,0,449,8,178,3,14,29,3,35,3,1,223,90,11.7
Reuben Lowery III,129393,S,IND,3,3,0,83.3,0,0,14,0,0,32.5,34.0,75.8,56.8,60.4,83.1,0,0,0,0,11,0.0,0,0,0,130.6,5,0,0,23,1,40,76,6,0,0,6,0,36,70,2,34,10,0,2,0,6,0,2,35,21,7.0
Jer'Zhan Newton,129420,DI,WAS,17,7,1,0.0,0,0,32,0,0,63.5,47.5,54.1,66.9,36.7,78.2,3,18,0,0,,3.1,1,0,2,39.6,0,6,0,2,0,2,432,430,24,250,38,118,0,2,228,202,0,18,24,1,1,27,0,0,0,
Yahya Black,129460,DI,PIT,17,7,0,,0,2,25,1,0,62.4,50.2,69.1,53.0,50.5,36.3,1,6,0,0,,15.2,5,1,1,0.0,0,0,0,0,0,3,416,416,71,215,27,103,0,0,216,197,0,15,21,1,0,7,0,0,0,
Jay Higgins,129469,LB,BLT,2,1,0,100.0,0,0,3,0,0,44.7,45.6,70.9,59.4,64.5,75.4,0,0,0,0,8,0.0,0,0,0,100.0,1,0,0,6,0,3,7,1,0,0,1,0,0,6,1,3,0,1,2,0,1,0,0,8,6,8.0
Lukas Van Ness,129482,ED,GB,9,2,0,,0,0,12,0,0,72.2,75.5,59.6,68.5,72.1,80.4,7,14,0,0,,5.9,1,0,1,0.0,0,2,0,1,0,8,263,262,0,26,201,35,0,1,151,104,0,13,14,2,0,23,0,0,0,
Jakorian Bennett,129496,CB,PHI,6,0,0,63.6,0,0,24,0,0,29.8,34.0,77.7,,60.3,80.2,0,0,0,0,12,0.0,0,1,4,78.2,7,0,0,15,83,57,101,1,0,0,1,0,0,100,0,44,2,0,7,0,11,0,0,61,29,8.7
Beau Brade,129499,S,NYG,1,0,0,,0,0,21,0,0,60.0,60.0,64.4,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
Ruben Hyppolite II,129516,LB,CHI,4,1,0,,0,0,6,0,0,51.3,46.2,72.9,58.1,51.8,76.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,28,0,10,31,2,0,0,2,0,0,29,2,19,1,2,2,0,0,0,0,0,0,
Tarheeb Still,129537,CB,LAC,15,6,1,71.7,1,0,27,0,0,70.1,69.3,86.6,58.8,59.8,32.5,2,5,0,0,49,21.7,15,4,5,95.6,38,0,0,72,361,491,773,11,0,0,11,0,8,762,18,264,321,21,48,5,53,7,1,350,244,9.2
Jaylen Harrell,129579,ED,TEN,12,3,0,100.0,0,1,31,0,0,68.4,63.5,85.8,58.6,59.9,67.0,4,10,0,0,8,11.8,2,0,0,97.2,3,6,0,13,0,52,362,345,0,0,344,1,0,17,174,136,4,13,12,2,3,20,0,22,8,7.3
Kris Jenkins,129584,DI,CIN,14,12,0,,0,0,7,0,0,59.8,53.4,71.8,50.0,58.6,46.4,1,15,0,0,,12.5,5,0,1,0.0,0,2,0,0,0,4,498,498,21,378,11,88,0,0,298,196,0,18,23,1,0,18,0,0,0,
Braiden McGregor,129586,ED,NYJ,12,3,2,,0,0,22,0,0,53.1,41.9,86.9,58.9,33.2,27.4,1,7,0,0,,25.0,4,0,0,0.0,0,0,0,0,0,3,265,265,0,0,256,9,0,0,115,147,0,3,9,0,0,8,0,0,0,
Danny Striggow,129668,ED,JAX,9,4,0,100.0,0,0,15,0,0,70.6,69.3,84.5,58.8,69.0,78.3,1,5,0,0,6,0.0,0,0,0,91.7,1,1,0,0,0,4,143,143,0,3,123,17,0,0,84,55,0,6,7,0,1,7,0,6,1,6.0
Lathan Ransom,129755,S,CAR,16,13,0,64.3,0,1,5,0,0,55.8,61.3,27.6,66.9,79.4,86.8,0,0,0,1,35,4.7,2,1,1,100.9,9,1,0,40,0,229,336,5,0,0,5,0,267,331,5,102,24,7,28,1,14,1,1,172,89,19.1
Cody Simon,129757,LB,ARZ,12,23,0,73.5,0,1,1,0,0,57.9,56.1,84.2,55.3,55.3,36.3,0,4,0,0,22,19.0,15,3,0,104.4,25,1,0,544,0,266,564,4,0,0,4,0,1,560,32,266,15,20,41,1,34,5,1,255,196,10.2
Ji'Ayir Brown,129767,S,SF,17,12,0,61.5,0,0,28,0,0,56.5,61.7,87.0,65.9,69.4,57.3,0,3,0,2,36,16.9,12,2,0,98.3,24,0,0,325,1,484,800,22,0,0,22,0,361,778,10,306,91,15,47,2,39,3,6,250,121,10.4
Sanoussi Kane,129820,S,TEN,6,3,0,75.0,0,0,31,0,0,39.8,42.0,81.6,,68.9,83.6,0,0,0,0,23,0.0,0,0,1,145.8,3,0,0,17,1,45,75,2,0,0,2,0,49,73,0,30,6,0,4,0,4,0,1,40,18,13.3
Max Melton,129889,CB,ARZ,9,6,0,65.0,0,0,1,0,0,56.1,45.1,84.3,59.0,25.8,32.8,0,0,0,0,40,23.1,9,2,4,93.0,26,0,0,48,373,260,423,1,0,0,1,0,0,422,1,162,1,4,24,1,40,0,0,353,95,13.6
Nick Herbig,129920,ED,PIT,15,6,0,80.0,0,2,25,1,1,68.5,86.7,49.1,87.1,71.4,48.3,13,26,0,1,24,25.9,7,2,3,64.2,8,8,0,18,0,49,610,583,0,1,578,4,0,27,353,208,9,20,14,5,10,47,0,89,44,11.1
Jordan Turner,129932,LB,DEN,3,2,0,50.0,0,0,10,0,0,55.1,72.5,73.3,70.2,77.9,77.6,1,0,0,0,6,0.0,0,0,0,56.3,1,0,0,22,0,14,23,0,0,0,0,0,0,23,3,6,1,1,1,0,2,1,0,6,3,6.0
Shaun Dolac,130406,LB,LA,4,0,0,75.0,0,0,26,0,0,68.4,88.5,74.0,64.0,88.2,80.4,0,0,0,0,13,0.0,0,0,0,90.6,3,0,0,40,0,19,43,1,0,0,1,0,0,42,4,20,1,3,6,2,4,0,0,25,15,8.3
Adin Huntington,130493,DI,CLV,13,4,0,,1,0,8,0,0,60.0,64.8,82.7,59.1,64.8,73.8,0,5,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,1,158,158,2,100,15,41,0,0,82,75,0,5,5,0,0,6,0,0,0,
CJ West,130507,DI,SF,14,5,0,,1,0,28,0,0,69.9,39.7,60.7,64.4,28.8,51.8,0,8,0,0,,10.0,2,0,1,0.0,0,1,0,1,0,0,279,278,11,260,0,7,0,1,162,117,0,10,13,0,0,9,0,0,0,
Quinyon Mitchell,130628,CB,PHI,16,7,0,43.9,0,0,24,1,0,74.5,74.4,88.1,,65.3,56.3,0,0,0,0,34,14.0,7,7,6,58.4,36,0,0,75,900,610,986,0,0,0,0,0,6,986,0,376,5,7,36,0,82,0,0,389,98,10.8
Byron Murphy II,131252,DI,SEA,17,18,0,,0,0,29,0,0,75.4,72.4,88.6,76.6,53.3,62.3,3,38,0,0,,5.2,3,0,1,0.0,0,9,0,11,0,8,783,772,116,582,4,70,0,11,494,281,0,38,37,3,0,50,0,0,0,
Shemar Turner,131273,ED,CHI,5,0,0,,0,0,6,0,0,62.0,34.4,81.1,51.4,30.9,27.4,0,0,0,0,,28.6,2,0,0,0.0,0,0,0,0,0,2,74,74,0,33,35,6,0,0,34,38,0,2,5,1,0,0,0,0,0,
Omarr Norman-Lott,131624,DI,KC,5,1,0,,0,0,16,0,0,59.6,54.3,79.5,59.5,50.9,41.3,0,5,0,0,,20.0,1,0,0,0.0,0,1,0,0,0,1,72,72,10,61,0,1,0,0,48,23,0,3,3,0,0,6,0,0,0,
Christian Gonzalez,131679,CB,NE,14,10,0,46.1,1,0,19,0,0,68.4,65.8,87.7,56.1,49.0,89.4,0,0,0,0,40,1.5,1,7,3,64.4,35,0,0,58,676,480,770,1,0,0,1,0,1,769,2,288,34,19,57,1,76,0,1,357,69,10.2
Noah Sewell,131722,LB,CHI,12,13,0,82.1,0,1,6,0,0,29.3,41.9,47.6,42.4,70.5,30.6,0,3,0,0,41,21.4,15,0,2,133.5,23,0,0,322,0,194,408,70,0,0,69,1,0,338,32,182,16,20,42,5,28,3,3,209,151,9.1
Bradyn Swinson,131726,ED,NE,2,0,0,,0,0,19,0,0,,57.5,76.6,58.6,56.9,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,27,27,0,1,26,0,0,0,21,6,0,0,0,0,0,1,0,0,0,
