player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,DI,ARZ,17,1,,,0.6,,,1,0,0,,1,69.2,72.3,73.1,65.1,69.2,35.5,0,,37.5,3,0,1,0.0,0,2,341,8,4,0,0,0,0,0.0,
Jason Pierre-Paul,5540,ED,TB,3,0,,,12.0,,,0,0,0,,30,61.8,37.2,77.1,57.4,28.7,20.3,0,,,0,0,0,0.0,0,3,25,0,0,0,0,0,0,0.0,
Von Miller,6154,ED,WAS,17,1,0.5,100.0,4.0,5.5,5.5,0,0,0,0.0,32,47.1,64.5,70.4,62.6,67.2,47.7,0,6,20.0,1,0,1,79.2,2,12,301,9,3,2,0,6,5,0.5,3.0
Cameron Jordan,6176,ED,NO,17,1,0.7,100.0,5.1,5.7,5.7,0,0,0,0.0,20,76.9,76.0,88.3,59.5,82.1,73.0,0,12,30.0,3,0,0,95.8,3,18,354,15,6,3,0,21,19,1.2,7.0
Cameron Heyward,6183,DI,PIT,17,1,,,0.8,,,1,0,0,,25,67.4,90.4,48.3,84.9,84.3,75.3,0,,11.1,1,0,4,0.0,0,4,511,9,7,0,0,0,0,0.0,
Bobby Wagner,7050,LB,WAS,17,9,4.1,74.6,88.4,12.6,9.4,1,0,2,3.4,32,51.1,78.7,48.5,92.4,90.4,90.6,2,69,7.8,4,2,2,107.2,44,588,665,17,38,59,3,569,421,1.0,12.9
Lavonte David,7060,LB,TB,17,11,6.0,85.5,85.8,9.3,7.9,1,1,2,2.9,30,45.1,52.5,86.6,48.6,66.1,48.3,1,24,22.7,15,2,3,132.4,59,576,671,20,40,69,8,549,297,1.0,9.3
Demario Davis,7079,LB,NO,17,8,2.3,93.8,88.1,11.0,10.3,0,0,2,4.2,20,70.4,81.7,70.5,57.4,89.3,68.9,0,22,15.6,7,2,2,112.2,45,517,587,16,30,48,2,364,277,0.7,8.1
Harrison Smith,7641,S,MIN,15,2,8.6,75.0,89.8,17.5,13.1,0,1,3,10.7,18,69.2,69.1,63.5,71.5,61.7,46.5,2,30,17.1,6,3,2,81.0,21,388,432,10,27,28,1,230,104,0.6,11.0
Darius Slay,7817,CB,PIT,10,4,10.9,70.0,99.7,11.0,7.7,0,1,5,12.5,25,58.6,58.3,84.9,60.0,54.2,50.6,0,81,10.0,3,3,0,126.7,28,329,330,5,23,40,3,396,166,1.3,14.1
John Jenkins,7863,DI,BLT,17,0,,,1.2,,,0,0,0,,3,59.9,64.7,74.2,66.3,60.4,53.2,0,,100.0,1,0,1,0.0,0,3,258,1,0,0,0,0,0,0.0,
Jordan Poyer,8000,S,BUF,10,4,6.5,69.2,98.1,21.3,14.8,0,1,2,15.4,4,62.1,67.7,81.1,71.7,70.5,62.1,1,20,16.0,4,2,1,82.5,9,208,212,3,17,13,1,91,65,0.5,10.1
Tony Jefferson,8361,S,LAC,13,6,11.7,64.3,97.3,33.8,21.7,0,0,3,21.4,27,71.9,70.3,31.6,75.4,59.7,58.6,4,20,8.3,3,3,1,34.5,9,322,331,8,27,14,0,62,43,0.2,6.9
Jadeveon Clowney,8636,ED,DAL,13,0,,,1.7,,,1,0,0,,9,62.9,79.2,25.7,80.6,70.6,54.1,0,,60.0,3,0,4,0.0,0,4,231,10,2,0,0,0,0,0.0,
Khalil Mack,8640,ED,LAC,12,0,3.0,100.0,4.0,3.3,3.3,0,0,0,0.0,27,79.3,83.1,87.7,69.0,80.7,59.9,0,6,20.0,1,0,0,83.3,3,11,275,9,4,3,0,12,3,1.2,4.0
DeMarcus Lawrence,8669,ED,SEA,16,2,11.0,100.0,2.7,11.0,11.0,1,0,0,0.0,29,85.0,82.9,79.9,62.7,85.0,29.9,0,15,57.9,11,0,2,118.8,1,11,414,11,6,1,0,15,4,1.4,15.0
Kyle Van Noy,8675,ED,BLT,15,0,7.3,50.0,12.9,23.5,11.8,0,0,1,25.0,3,83.2,63.0,57.4,51.8,76.7,53.9,1,13,25.0,2,1,2,27.1,2,50,388,7,6,4,0,22,11,0.5,11.0
Brent Urban,8769,DI,BLT,15,1,,,2.9,,,0,0,0,,3,60.3,58.6,62.8,51.1,63.7,37.8,0,,0.0,0,0,1,0.0,0,4,137,2,1,0,0,0,0,0.0,
Shelby Harris,8869,DI,CLV,17,0,,,0.4,,,0,0,0,,8,62.6,62.0,30.5,61.0,64.4,39.3,0,,25.0,1,0,4,0.0,0,1,262,2,3,0,0,0,0,0.0,
Mike Pennel,9316,DI,KC,16,1,,,0.7,,,0,0,0,,16,66.5,55.3,85.3,51.0,55.7,66.6,0,,0.0,0,0,0,0.0,0,1,139,0,1,0,0,0,0,0.0,
Dante Fowler Jr.,9436,ED,DAL,17,0,9.5,50.0,3.5,9.0,4.5,0,0,1,50.0,9,64.1,77.6,87.8,72.8,67.8,53.2,0,18,33.3,1,1,0,81.3,1,9,257,4,2,2,0,18,10,2.0,18.0
Leonard Williams,9439,DI,SEA,17,3,-8.0,100.0,2.5,14.0,14.0,0,0,0,0.0,29,68.6,75.3,50.7,69.7,70.9,43.1,0,-1,23.8,5,0,4,79.2,1,14,553,16,13,1,0,-1,7,-0.1,-1.0
Arik Armstead,9450,DI,JAX,16,1,,,2.3,,,0,0,0,,15,57.7,60.3,87.5,61.6,54.2,44.2,0,,50.0,3,0,0,0.0,0,11,470,6,2,0,0,0,0,0.0,
Bud Dupree,9455,ED,LAC,16,1,2.7,83.3,14.7,6.6,5.5,0,0,0,0.0,27,59.3,54.8,66.7,50.8,61.7,53.7,0,19,16.7,1,0,1,93.8,5,35,238,6,4,6,0,39,34,1.2,7.8
Shaq Thompson,9458,LB,BUF,11,1,4.0,80.0,88.9,8.3,6.6,0,1,2,6.7,4,69.2,64.8,83.6,58.5,57.2,37.1,0,17,21.4,6,2,0,101.3,24,208,234,8,21,30,1,169,124,0.9,7.0
Eric Kendricks,9478,LB,SF,2,0,6.3,100.0,83.3,5.0,5.0,0,0,0,0.0,28,55.3,55.6,75.4,54.7,59.4,66.3,0,19,0.0,0,0,0,106.9,3,15,18,1,3,3,0,29,10,1.9,9.7
Denzel Perryman,9481,LB,LAC,10,2,4.0,85.0,96.1,8.2,7.0,0,3,3,15.0,27,46.8,56.0,23.2,53.0,69.9,58.1,0,27,16.7,3,3,1,106.7,17,146,152,3,13,20,0,192,125,1.4,11.3
Jordan Phillips,9485,DI,BUF,11,0,,,1.0,,,0,0,0,,4,60.1,35.0,52.6,62.9,29.4,72.6,0,,0.0,0,0,1,0.0,0,1,100,1,1,0,0,0,0,0.0,
Danielle Hunter,9521,ED,HST,17,0,10.0,100.0,0.6,3.0,3.0,0,0,0,0.0,13,54.0,89.1,84.9,90.1,63.3,49.8,0,10,75.0,6,0,1,108.3,1,3,503,16,2,1,0,10,0,3.3,10.0
Grady Jarrett,9570,DI,CHI,14,2,,,0.2,,,0,0,0,,6,65.5,56.7,75.4,64.6,44.5,71.0,0,,22.2,2,0,2,0.0,0,1,403,3,5,0,0,0,0,0.0,
Quandre Diggs,9633,S,SEA,9,3,7.7,72.7,97.5,22.6,16.5,0,0,1,9.1,29,64.4,66.1,88.7,55.0,64.7,64.0,0,24,7.1,1,1,0,90.3,8,192,197,4,10,11,0,73,33,0.4,9.1
Neville Hewitt,9836,LB,NYG,1,0,,,75.0,,,0,0,0,,21,61.9,64.5,71.1,58.3,61.2,,0,,,0,0,0,0.0,0,3,4,0,0,0,0,0,0,0.0,
Alex Singleton,9994,LB,DEN,16,16,4.1,81.7,87.1,11.2,9.2,0,1,5,8.3,10,56.7,70.5,86.0,64.9,83.2,72.2,0,47,9.5,6,4,0,109.9,49,587,674,21,41,60,2,463,324,0.8,9.4
Joey Bosa,10637,ED,BUF,15,0,3.0,100.0,5.1,18.0,18.0,1,0,0,0.0,4,61.7,79.3,58.2,88.7,54.6,27.3,0,8,37.5,3,0,3,100.0,1,18,354,10,5,1,0,8,5,0.4,8.0
Jalen Ramsey,10639,S,PIT,17,12,7.8,73.8,96.1,13.8,10.2,3,0,6,9.8,25,59.9,66.0,44.6,65.7,85.0,85.7,1,43,7.1,4,6,7,121.3,45,660,687,16,40,61,6,466,166,0.7,10.4
DeForest Buckner,10641,DI,IND,10,0,,,0.6,,,0,0,0,,14,69.4,74.0,86.7,74.9,56.3,70.7,0,,0.0,0,0,0,0.0,0,2,319,8,5,0,0,0,0,0.0,
Leonard Floyd,10643,ED,ATL,15,0,-3.0,100.0,7.4,19.0,19.0,0,0,0,0.0,2,51.9,60.0,58.0,61.8,59.8,44.8,0,15,33.3,1,0,2,118.8,1,23,310,5,2,1,0,15,18,0.8,15.0
Eli Apple,10644,CB,SF,1,0,,,100.0,,,0,0,0,,28,60.0,60.3,64.2,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Kenny Clark,10661,DI,DAL,17,1,,,0.4,,,0,0,0,,9,61.3,67.6,87.8,72.4,53.7,51.7,0,,57.1,4,0,0,0.0,0,2,464,6,2,0,0,0,0,0.0,
Emmanuel Ogbah,10666,ED,JAX,13,0,5.3,66.7,8.5,8.5,5.7,0,0,0,0.0,15,56.8,45.9,87.2,51.7,42.1,77.7,0,8,0.0,0,0,0,72.9,2,17,199,2,2,3,0,11,9,0.6,5.5
Chris Jones,10671,DI,KC,17,0,,,0.2,,,2,0,0,,16,56.3,70.5,9.5,90.7,43.4,34.0,0,,75.0,3,0,9,0.0,0,1,495,8,1,0,0,0,0,0.0,
Xavien Howard,10672,CB,IND,4,1,8.0,72.7,100.0,8.1,5.9,0,0,0,0.0,14,34.2,36.1,82.4,,51.4,54.2,0,31,18.2,2,0,4,139.2,16,141,141,1,8,22,3,195,62,1.5,12.2
Austin Johnson,10677,DI,JAX,14,0,,,0.9,,,0,0,0,,15,64.6,44.7,83.2,55.4,37.2,43.8,0,,0.0,0,0,0,0.0,0,1,108,3,2,0,0,0,0,0.0,
Jihad Ward,10678,ED,TEN,17,2,5.8,83.3,7.0,6.2,5.2,1,0,1,16.7,31,65.0,50.8,17.9,56.4,53.6,40.7,0,23,22.2,2,1,7,144.4,5,31,441,9,5,6,1,55,36,1.8,11.0
A'Shawn Robinson,10680,DI,CAR,17,1,,,0.6,,,0,0,0,,5,73.1,65.4,65.2,63.8,62.5,57.8,0,,20.0,1,0,2,0.0,0,2,350,3,3,0,0,0,0,0.0,
Jarran Reed,10683,DI,SEA,13,0,,,0.8,,,0,0,0,,29,69.6,62.4,85.8,62.8,54.2,78.1,0,,0.0,0,0,0,0.0,0,2,245,4,4,0,0,0,0,0.0,
Deion Jones,10686,LB,TB,12,3,9.4,75.0,83.1,10.8,8.1,0,1,0,0.0,30,49.0,41.6,78.7,69.3,30.7,56.8,0,16,10.0,1,0,0,90.1,6,69,83,2,6,8,0,49,12,0.8,8.2
Kevin Byard,10698,S,CHI,17,9,9.1,70.6,98.1,24.5,17.3,0,0,1,2.9,6,72.5,74.2,88.4,49.1,76.4,72.3,7,31,9.1,4,1,0,85.3,24,624,636,6,31,34,3,282,93,0.5,11.8
Maliek Collins,10701,DI,CLV,12,0,,,0.7,,,0,0,0,,8,52.8,74.5,55.6,87.2,57.1,28.4,0,,50.0,1,0,2,0.0,0,2,293,8,1,0,0,0,0,0.0,
Jonathan Bullard,10706,DI,NO,15,0,,,0.9,,,0,0,0,,20,60.4,58.9,45.3,52.0,63.9,77.6,0,,0.0,0,0,2,0.0,0,1,117,1,2,0,0,0,0,0.0,
Javon Hargrave,10723,DI,MIN,16,1,,,1.3,,,0,0,0,,18,67.8,68.3,60.5,70.9,57.0,68.7,0,,40.0,2,0,2,0.0,0,4,299,4,2,0,0,0,0,0.0,
Sheldon Day,10737,DI,WAS,10,0,,,2.1,,,0,0,0,,32,61.4,47.3,53.7,51.8,49.1,44.6,0,,,0,0,1,0.0,0,2,97,0,0,0,0,0,0,0.0,
Eric Murray,10740,S,JAX,12,5,10.2,75.0,94.8,20.1,15.1,1,2,4,16.7,15,60.4,61.3,23.6,65.2,65.9,65.8,1,27,11.8,4,4,3,109.2,18,379,400,5,25,24,2,197,75,0.5,10.9
Matthew Judon,10780,ED,BUF,14,0,4.0,85.7,18.4,6.2,5.3,0,0,0,0.0,4,29.9,43.3,85.7,46.3,55.2,38.6,0,22,42.9,3,0,0,108.3,6,38,206,2,4,7,0,70,47,1.9,11.7
Quinton Jefferson,10781,DI,DET,1,0,,,7.7,,,0,0,0,,11,60.0,64.7,72.7,58.2,60.0,,0,,,0,0,0,0.0,0,1,13,0,0,0,0,0,0,0.0,
DJ Reader,10800,DI,DET,17,1,,,0.9,,,0,0,0,,11,62.1,68.9,64.9,72.6,61.7,59.3,0,,0.0,0,0,2,0.0,0,3,316,0,0,0,0,0,0,0.0,
Elandon Roberts,10848,LB,LV,17,8,6.3,87.0,94.0,12.8,11.1,0,0,1,4.3,23,36.4,57.2,53.8,43.8,76.7,39.7,0,44,28.0,7,1,1,137.5,20,268,285,4,10,23,2,231,105,0.9,11.6
Jalen Mills,10867,S,DET,5,1,5.5,50.0,97.6,76.0,38.0,0,0,0,0.0,11,66.2,68.2,78.7,56.1,65.2,58.1,0,7,25.0,1,0,0,58.3,1,80,82,0,2,2,0,7,1,0.1,7.0
Mike Hilton,10898,CB,IND,2,1,0.7,66.7,95.1,17.5,11.7,0,0,0,0.0,14,56.6,60.0,75.1,73.6,60.6,63.9,0,5,25.0,1,0,1,70.1,2,39,41,1,2,3,0,7,1,0.2,3.5
Jonathan Jones,11217,CB,WAS,11,3,12.2,58.5,99.3,10.6,6.2,0,0,5,12.2,32,48.0,50.9,84.9,80.2,56.6,61.8,0,27,7.7,2,5,2,83.5,24,272,274,5,21,41,0,321,100,1.3,13.4
Roy Robertson-Harris,11341,DI,NYG,17,0,,,1.3,,,1,0,0,,21,53.4,51.8,77.0,56.8,50.6,57.7,0,,66.7,4,0,3,0.0,0,4,311,1,2,0,0,0,0,0.0,
Antonio Hamilton Sr.,11353,CB,WAS,7,1,8.7,64.7,100.0,6.3,4.1,0,0,2,11.8,32,60.7,63.5,79.5,,71.9,52.7,0,19,18.2,2,1,1,76.1,11,70,70,2,8,17,0,82,42,1.2,7.5
Solomon Thomas,11758,DI,DAL,16,0,,,0.4,,,1,0,0,,9,67.3,59.6,36.4,55.8,61.4,54.0,0,,42.9,3,0,4,0.0,0,1,234,2,4,0,0,0,0,0.0,
Jamal Adams,11761,LB,LV,17,2,0.7,94.7,87.6,6.3,6.0,0,0,1,2.6,23,69.2,67.3,20.3,71.4,62.3,36.5,0,22,20.6,7,0,2,98.6,36,247,282,16,25,38,1,211,196,0.9,5.9
Marshon Lattimore,11766,CB,WAS,9,2,15.8,54.5,100.0,16.1,8.8,2,0,5,15.2,32,52.6,53.2,50.2,,59.4,60.8,1,44,10.5,2,5,9,87.7,18,313,313,1,15,33,2,258,43,0.9,14.3
Haason Reddick,11768,ED,TB,13,0,0.8,82.4,21.8,6.0,4.9,0,0,0,0.0,30,70.0,57.2,62.4,60.1,45.2,29.9,0,28,17.6,3,0,2,97.1,14,86,394,11,14,17,0,124,122,1.5,8.9
Malik Hooker,11770,S,DAL,12,7,15.6,83.3,99.5,23.3,19.4,0,0,1,5.6,9,51.8,61.0,86.0,58.5,83.4,78.7,0,52,12.1,4,1,0,155.8,15,372,374,2,22,18,2,295,91,0.8,19.7
Marlon Humphrey,11771,CB,BLT,15,4,10.6,68.4,95.4,7.9,5.4,2,1,8,8.2,3,43.8,50.1,64.3,57.9,78.9,48.0,4,62,16.9,10,7,5,90.9,67,556,583,10,45,98,3,909,322,1.7,13.6
Jonathan Allen,11772,DI,MIN,17,1,-5.0,100.0,1.2,5.0,5.0,0,0,0,0.0,18,59.6,53.2,69.4,65.0,45.4,39.2,0,4,71.4,5,0,2,83.3,1,5,416,5,1,1,0,4,9,0.8,4.0
Adoree' Jackson,11773,CB,PHI,14,0,10.4,63.2,100.0,8.4,5.3,0,0,6,8.8,24,54.1,54.4,86.9,,53.6,39.5,1,40,18.0,9,6,1,89.3,43,380,380,7,41,68,2,504,155,1.4,11.7
Jabrill Peppers,11780,S,PIT,4,2,7.9,71.4,100.0,9.4,6.7,0,0,0,0.0,25,52.9,65.1,0.0,,90.9,67.0,0,35,16.7,1,0,1,144.0,5,50,50,1,3,7,1,72,28,1.5,14.4
Tre'Davious White,11782,CB,BUF,16,0,13.6,48.8,99.0,19.1,9.3,1,0,8,19.5,4,66.2,63.9,86.8,60.1,50.5,34.1,1,32,23.1,6,5,4,72.5,20,397,401,10,20,41,2,233,42,0.6,11.7
T.J. Watt,11785,ED,PIT,14,1,1.4,100.0,8.4,8.6,8.6,0,0,0,0.0,25,61.1,74.2,39.7,75.5,69.3,47.3,2,17,30.0,3,0,6,62.1,5,43,509,12,6,5,0,42,35,1.0,8.4
Budda Baker,11791,S,ARZ,16,14,9.3,77.3,93.7,16.1,12.5,0,2,2,4.5,1,35.7,52.4,66.0,83.8,76.6,47.4,1,47,15.1,11,2,2,119.6,34,583,622,11,48,44,4,341,112,0.6,10.0
Marcus Maye,11794,S,LAC,1,2,-4.0,0.0,100.0,,11.0,0,0,0,0.0,27,51.1,49.7,71.9,,59.1,82.2,0,,0.0,0,0,0,39.6,0,11,11,0,0,1,0,0,0,0.0,
Marcus Williams,11797,S,LAC,3,1,8.0,100.0,100.0,59.0,59.0,0,0,0,0.0,27,58.5,62.3,80.6,,70.0,63.5,0,8,0.0,0,0,0,100.0,1,63,63,1,3,1,0,8,0,0.1,8.0
Zach Cunningham,11812,LB,DET,2,0,3.5,100.0,100.0,2.5,2.5,0,0,0,0.0,11,51.9,63.1,73.2,,71.1,78.8,0,22,0.0,0,0,0,118.8,2,6,6,0,2,2,0,27,20,5.4,13.5
Tanoh Kpassagnon,11814,ED,CHI,4,0,,,2.2,,,0,0,0,,6,60.3,51.1,82.8,52.2,51.8,72.8,0,,0.0,0,0,0,0.0,0,1,45,1,1,0,0,0,0,0.0,
Chidobe Awuzie,11815,CB,BLT,14,3,12.0,54.7,98.3,13.4,7.3,0,0,11,20.8,3,77.2,76.4,87.3,64.6,60.3,61.0,0,31,5.4,2,7,1,86.0,29,408,415,11,32,53,2,328,68,0.8,11.3
Ahkello Witherspoon,11821,CB,LA,6,1,16.9,68.8,100.0,9.3,6.4,0,0,0,0.0,26,52.7,54.6,81.3,,60.9,28.3,1,43,30.0,3,0,1,103.1,11,106,106,2,6,16,1,188,43,1.8,17.1
Dawuane Smoot,11823,ED,JAX,17,1,2.0,100.0,7.5,25.0,25.0,0,0,0,0.0,15,54.0,44.2,86.4,52.3,37.4,31.1,0,7,12.5,1,0,0,95.8,1,26,345,4,6,1,0,7,5,0.3,7.0
Chris Wormley,11829,DI,IND,5,0,,,8.3,,,0,0,0,,14,56.6,56.3,79.4,69.9,51.9,71.9,0,,,0,0,0,0.0,0,3,36,1,0,0,0,0,0,0.0,
Alex Anzalone,11831,LB,DET,16,5,6.6,65.6,89.3,13.2,8.6,3,1,5,8.2,11,65.3,67.8,86.7,66.0,66.0,78.9,1,45,9.5,4,4,5,88.8,40,566,634,21,33,61,2,409,159,0.8,10.2
Fabian Moreau,11836,CB,MIN,10,1,6.4,50.0,100.0,17.9,8.9,0,0,1,6.3,18,70.3,71.4,82.2,,70.2,85.0,0,11,0.0,0,1,1,57.6,8,152,152,2,10,16,0,53,19,0.4,6.6
Shaquill Griffin,11845,CB,SEA,2,0,11.1,75.0,100.0,8.8,6.6,0,0,0,0.0,29,50.3,52.8,78.8,,65.2,62.2,0,21,25.0,1,0,0,129.7,6,56,56,1,3,8,1,49,20,0.9,8.2
Jourdan Lewis,11846,CB,JAX,11,5,6.5,67.2,96.0,9.2,6.2,2,0,6,9.8,15,69.0,67.2,32.7,63.7,61.5,44.3,2,25,16.7,5,4,9,92.9,41,406,423,13,20,61,5,310,183,0.8,7.6
Rasul Douglas,11854,CB,MIA,15,6,10.3,54.7,98.4,11.4,6.2,1,1,10,13.3,17,72.6,72.7,87.6,82.0,61.8,57.2,2,36,4.7,2,9,5,72.6,41,497,505,14,35,75,3,410,142,0.9,10.0
Trey Hendrickson,11858,ED,CIN,7,2,,,6.8,,,0,0,0,,7,67.1,82.9,43.8,90.0,56.7,68.3,0,,0.0,0,0,2,0.0,0,13,190,4,0,0,0,0,0,0.0,
Rayshawn Jenkins,11868,S,CLV,17,3,6.0,63.6,97.6,26.9,17.1,0,0,0,0.0,8,57.8,55.0,26.4,64.5,52.4,63.4,1,38,7.1,1,0,2,47.2,7,201,206,4,10,11,0,79,31,0.4,11.3
Carl Lawson,11871,ED,BLT,1,0,7.0,100.0,14.3,2.0,2.0,0,0,0,0.0,3,51.8,57.5,78.3,51.4,74.9,69.2,0,11,,0,0,0,112.5,1,2,14,0,0,1,0,11,4,5.5,11.0
Samson Ebukam,11880,ED,IND,14,1,5.3,100.0,11.7,10.3,10.3,0,0,0,0.0,14,77.6,64.1,68.1,60.1,59.0,69.4,0,13,0.0,0,0,1,104.2,3,31,265,6,7,3,0,27,11,0.9,9.0
Grover Stewart,11899,DI,IND,17,2,,,1.4,,,0,0,0,,14,63.7,57.3,54.9,59.5,56.8,49.4,1,,0.0,0,0,3,0.0,0,5,359,2,2,0,0,0,0,0.0,
Damontae Kazee,11904,S,CLV,2,0,,,100.0,,,0,0,0,,8,64.0,65.1,72.0,,60.0,,0,,,0,0,0,0.0,0,10,10,0,0,0,0,0,0,0.0,
Anthony Walker Jr.,11916,LB,TB,1,0,,,100.0,,,0,0,0,,30,60.0,62.0,66.1,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Matt Milano,11918,LB,BUF,12,5,2.2,78.6,84.3,5.9,4.6,1,0,0,0.0,4,47.9,43.7,0.0,70.0,46.2,58.3,0,28,12.0,3,0,4,99.8,33,204,242,11,17,42,1,254,190,1.3,7.7
Chuck Clark,11941,S,PIT,12,5,9.0,78.3,98.9,14.6,11.4,1,2,3,13.0,25,63.4,70.3,83.5,56.5,83.1,71.1,0,42,9.4,3,3,1,138.2,18,278,281,10,24,23,2,235,98,0.9,13.1
Xavier Woods,11946,S,TEN,11,1,6.0,81.0,96.9,16.9,13.7,1,0,1,4.8,31,70.3,65.5,48.4,50.9,54.0,33.4,2,27,14.8,4,1,2,75.5,17,310,320,5,22,21,1,164,94,0.6,9.6
Al-Quadin Muhammad,11951,ED,DET,17,0,9.0,50.0,5.6,9.0,4.5,1,0,1,25.0,11,63.4,74.5,88.2,72.0,59.7,47.6,0,15,37.5,3,0,1,72.9,2,21,374,13,5,4,0,28,9,1.6,14.0
D.J. Jones,11953,DI,DEN,16,0,,,1.4,,,0,0,0,,10,57.0,74.8,87.3,63.6,74.5,27.9,0,,75.0,3,0,0,0.0,0,3,221,4,1,0,0,0,0,0.0,
Patrick O'Connor,12005,ED,DET,8,0,,,1.9,,,2,0,0,,11,60.0,48.5,1.6,52.2,59.8,72.4,0,,,0,0,2,0.0,0,1,54,0,0,0,0,0,0,0.0,
Michael Davis,12040,CB,NO,1,0,17.0,0.0,100.0,,6.0,0,0,0,0.0,20,76.0,76.0,73.1,,60.0,,0,,,0,0,0,39.6,0,6,6,0,0,1,0,0,0,0.0,
Adam Butler,12214,DI,LV,15,3,5.0,100.0,4.8,16.0,16.0,0,0,0,0.0,23,58.1,53.8,44.6,58.5,55.0,32.6,0,5,14.3,1,0,4,87.5,1,18,377,3,3,1,0,5,0,0.3,5.0
Arthur Maulet,12224,CB,DET,6,1,9.0,81.3,93.5,6.0,4.9,0,0,1,6.3,11,63.0,62.2,80.0,46.1,65.7,85.9,1,31,0.0,0,1,1,99.0,13,87,93,4,10,16,1,144,32,1.8,11.1
Sam Kamara,24176,DI,CLV,4,0,,,2.6,,,0,0,0,,8,62.4,58.3,28.4,59.6,57.4,73.0,0,,100.0,1,0,1,0.0,0,1,39,0,0,0,0,0,0,0.0,
Nathan Shepherd,24614,DI,NO,16,3,,,0.5,,,0,0,0,,20,64.8,62.3,57.3,67.4,55.7,46.7,0,,14.3,1,0,3,0.0,0,2,392,6,3,0,0,0,0,0.0,
Foyesade Oluokun,24904,LB,JAX,17,18,4.5,83.8,84.0,9.0,7.5,0,1,8,10.8,15,75.7,73.9,67.8,47.2,75.8,66.6,1,33,12.4,11,6,2,90.2,62,594,707,29,60,74,0,518,280,0.9,8.4
Anfernee Jennings,25449,ED,NE,14,1,16.0,0.0,1.3,,2.0,1,0,0,0.0,19,39.3,60.5,64.4,61.1,62.8,37.8,0,,25.0,1,0,1,39.6,0,2,150,3,2,1,0,0,0,0.0,
Clelin Ferrell,25955,ED,SF,9,4,,,2.5,,,1,0,0,,28,73.3,55.7,42.0,52.9,57.9,72.3,0,,28.6,2,0,2,0.0,0,4,160,5,1,0,0,0,0,0.0,
Maxx Crosby,26316,ED,LV,15,3,0.5,50.0,1.9,10.0,5.0,1,0,0,0.0,23,59.0,79.7,33.5,77.1,78.7,55.6,1,5,27.3,3,0,8,16.7,1,10,525,13,5,2,0,5,0,0.5,5.0
Jeremiah Moon,26453,ED,PIT,1,0,-1.0,100.0,36.4,4.0,4.0,0,0,0,0.0,25,29.1,32.3,73.8,53.0,60.9,25.4,0,4,100.0,1,0,0,122.9,1,4,11,0,0,1,1,4,5,1.0,4.0
D.J. Reed,26940,CB,DET,11,1,13.0,61.4,99.7,9.9,6.1,4,1,6,10.5,11,61.3,65.2,86.4,58.5,78.7,71.9,2,37,5.9,2,3,6,79.6,35,375,376,9,31,57,1,480,124,1.4,13.7
Isaiah Rodgers,27069,CB,MIN,17,6,9.4,64.6,99.4,11.8,7.6,0,1,4,6.2,18,74.1,73.8,87.6,53.3,66.8,37.6,1,79,16.1,9,3,0,91.5,42,520,523,14,41,65,2,495,237,1.0,11.8
Bryce Huff,27128,ED,SF,15,0,5.0,100.0,3.1,11.0,11.0,1,0,0,0.0,28,39.2,69.2,67.9,74.3,57.2,31.7,0,12,71.4,5,0,2,116.7,1,12,384,4,2,1,0,12,7,1.1,12.0
Montez Sweat,27271,ED,CHI,17,3,10.0,75.0,4.2,6.0,4.5,0,0,0,0.0,6,52.3,71.2,84.3,71.7,62.4,59.6,0,13,33.3,4,0,1,99.0,3,20,480,14,5,4,0,33,10,1.8,11.0
Devin Bush,27375,LB,CLV,17,11,2.8,78.6,90.0,11.6,9.1,0,1,3,7.1,8,80.4,87.6,66.2,69.3,87.2,76.9,3,27,6.4,3,3,2,69.3,33,404,449,14,33,42,1,247,176,0.6,7.5
Joshua Uche,27379,ED,PHI,9,1,2.0,50.0,9.6,14.0,7.0,0,0,0,0.0,24,73.7,86.0,57.1,84.3,69.5,73.9,0,5,25.0,1,0,1,56.3,1,15,157,1,2,2,0,5,1,0.4,5.0
D'Angelo Ross,27732,CB,CLV,2,0,13.9,71.4,100.0,5.8,4.1,0,0,2,28.6,8,65.4,63.6,76.4,,53.2,78.7,0,21,0.0,0,2,0,108.0,5,30,30,1,4,7,0,78,27,2.7,15.6
Khalil Dorsey,27819,CB,DET,5,0,,,100.0,,,0,0,0,,11,53.9,55.7,73.7,,61.5,,0,,,0,0,0,0.0,0,11,11,0,0,0,0,0,0,0.0,
DaVon Hamilton,28072,DI,JAX,17,0,,,2.5,,,0,0,0,,15,52.2,58.1,86.9,54.3,61.1,50.7,0,,33.3,1,0,0,0.0,0,7,276,1,2,0,0,0,0,0.0,
